name,address,type,latitude,longitude,phone,website,is_service_area_only,containing_places,rating,reviews,opening_hours,place_id
Gen X,"3662 W Camp Wisdom Rd #1073, Dallas, TX 75237, USA",clothing_store,32.6598268,-96.8767869,(972) 283-2800,http://gogenx.com/,False,,,,,ChIJmVAs_rKRToYRMEMJeCwTa5w
SHOPS AT REDBIRD,"3662 W Camp Wisdom Rd, Dallas, TX 75237, USA",shopping_mall,32.6602891,-96.8767615,,https://shopsatredbird.com/?fbclid=PAAaZ3ytwo0eXA2Iq0AExJKDLKNoiMlIvo25MCHkN3PqTq8SlYIaL2vceIS0k_aem_ASqukCt8AEZM3P5IiQMpozmT4IWJoU6JhAOcnPhoZHeQgoLiipcUbChSXYF9Ok7qLCI,False,,,,,ChIJheSsyiaRToYR41-BiP96tbc
Daq & Mag Daiquiri's,"3431 W Camp Wisdom Rd, Dallas, TX 75237, USA",restaurant,32.6628387,-96.876964,(469) 730-2005,https://www.toasttab.com/daq-and-mag-daiquiris-3431-west-camp-wisdom-road,False,,,,,ChIJYRNSXJ2RToYRQlGOwtvobEg
Wingstop,"3420 W Camp Wisdom Rd Ste 130, Dallas, TX 75237, USA",chicken_wings_restaurant,32.6621595,-96.8758587,(972) 296-9464,https://www.wingstop.com/location/wingstop-5-dallas-tx-75237/menu?y_source=1_NTUyMDczMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,False,,,,,ChIJ_TRdrAGRToYRtS-p5WF5V8U
KFC,"3415 W Camp Wisdom Rd, Dallas, TX 75237, USA",chicken_restaurant,32.6629737,-96.87629849999999,(972) 388-3907,https://locations.kfc.com/tx/dallas/3415-w-camp-wisdom-rd,False,,,,,ChIJM7RnWQCRToYRROTJ7Amj6jo
JJ Fish & Chicken,"3302 W Camp Wisdom Rd, Dallas, TX 75237, USA",seafood_restaurant,32.6622379,-96.87476060000002,(972) 780-1885,,False,,,,,ChIJr-1aDwGRToYRiCVghRpaAeQ
Pizza Hut,"3333 W Camp Wisdom Rd #116, Dallas, TX 75237, USA",pizza_delivery,32.663092,-96.8751401,(972) 709-1173,https://locations.pizzahut.com/tx/dallas/3333-w-camp-wisdom-rd?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=284276,False,,,,,ChIJMQTUBwGRToYRfAyZJrlMwhw
BOOM SHACK,"3333 W Camp Wisdom Rd #118, Dallas, TX 75237, USA",cajun_restaurant,32.663103299999996,-96.875081,(214) 272-9055,https://boomcajunshack.com/,False,,,,,ChIJn60jPBORToYRi8p6mLb6FBM
Alipearl Hair Dallas,"3333 W Camp Wisdom Rd Ste . 102, Dallas, TX 75237, USA",store,32.6630196,-96.87554519999999,(214) 952-8117,https://alipearlhair.com/,False,,,,,ChIJ4XQEN7aRToYRl1NgOQ9WelA
Suzanne Cole MD,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6598705,-96.875764,(214) 645-4673,https://utswmed.org/doctors/suzanne-cole/?utm_medium=organic&utm_source=google&utm_campaign=gbp&utm_content=website,False,,,,,ChIJJ5RtguqRToYR4OT6o67cmoI
Divine Touch African Hair Braiding & Weaving,"7111 Marvin D. Love Fwy #216, Dallas, TX 75237, USA",hair_salon,32.6612181,-96.8721108,(469) 735-2285,https://divinetouchafricanhairbraiding.com/,False,,,,,ChIJ67cJa8qRToYRqyryvd7lAH8
Grace Banquet Hall,"7111 Marvin D. Love Fwy #105, Dallas, TX 75237, USA",event_venue,32.6614223,-96.8721759,(972) 780-2999,,False,,,,,ChIJk89k8nYtjoARBURSk2tZgC0
Onward Shipping & Clearing Services,"7111 Marvin D. Love Fwy #105, Dallas, TX 75237, USA",shipping_service,32.6614223,-96.8721759,(972) 283-6898,https://www.onwardshipping.com/,False,,,,,ChIJ60AYjQORToYRkIHdRBApLSM
Much Moore Salon & Boutique,"7111 Marvin D. Love Fwy, Dallas, TX 75237, USA",hair_salon,32.661248199999996,-96.8720821,(972) 283-2030,,False,,,,,ChIJdYZj2wORToYRnvJfuJ1mJxk
Planet Fitness,"3200 W Camp Wisdom Rd, Dallas, TX 75237, USA",gym,32.661361299999996,-96.8729064,(214) 216-1957,https://www.planetfitness.com/gyms/dallas-camp-wisdom-tx?utm_medium=organic&utm_source=extnet,False,,,,,ChIJKxcKfQGRToYRAKrfyMkE1ws
Dallas - Redbird Corners,"7111 Marvin D. Love Fwy, Dallas, TX 75237, USA",health,32.6615545,-96.8720669,(972) 362-5976,,False,,,,,ChIJkd-f2wORToYRvHAeumFwElU
Advanced Dallas Hospital and Clinics,"7125 Marvin D. Love Fwy, Dallas, TX 75237, USA",corporate_office,32.6607924,-96.8727851,,,False,,,,,ChIJIRPDZgCRToYR8oa3HOBlE9Q
CONNECT-HEAVEN IPMINISTRY,"7125 Marvin D. Love Fwy Ste 211, Dallas, TX 75237, USA",place_of_worship,32.6607549,-96.87294700000001,(940) 344-5117,,False,,,,,ChIJ1YJ9fiORToYRtCs10c4eeu0
Kepmer,"7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",government_office,32.6607547,-96.87294729999999,,,False,,,,,ChIJ5wj5GACRToYR_SsrHNa6CG0
Dr. Candice Addison,"7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",chiropractor,32.6607571,-96.8729618,(972) 362-9008,,False,,,,,ChIJ85mIWQGRToYR_BYIlMsUEcY
"Scott Schmidt, BSN-RN, MSN-FNP","7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",chiropractor,32.6607571,-96.8729618,(972) 362-9008,,False,,,,,ChIJ85mIWQGRToYRtUmRJt6Eb1Y
"Chad Dugas, NP-C","7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",doctor,32.6607571,-96.8729618,(972) 332-5029,,False,,,,,ChIJ85mIWQGRToYREYPNlAmpCWA
"Robert A. Helsten, MD","7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",doctor,32.6607571,-96.8729618,(972) 332-5029,,False,,,,,ChIJ85mIWQGRToYR-U9SdeeSqc8
THA PALACE SALON,"7111 Marvin D. Love Fwy, Dallas, TX 75237, USA",point_of_interest,32.661779300000006,-96.8720938,,,False,,,,,ChIJc6ELbEyRToYRXeE_FciNCo0
The Ivy League Child Development Center,"7111 Marvin D. Love Fwy #210, Dallas, TX 75237, USA",child_care_agency,32.6617804,-96.8720939,(214) 954-7619,http://www.theivyleaguecdc.org/?utm_source=Google&utm_medium=gmb&utm_campaign=gmb,False,,,,,ChIJOdHawCeRToYRM2VDASJV26A
Back & Neck Pain Center,"7125 Marvin D. Love Fwy, Dallas, TX 75237, USA",medical_clinic,32.6607411,-96.87294329999999,,,False,,,,,ChIJdcpzWAGRToYR0up5GP5onlo
Kemper Life,"7125 Marvin D. Love Fwy #305, Dallas, TX 75237, USA",consultant,32.660758,-96.8729803,(972) 283-4600,https://local.kemper.com/tx/dallas/7125-marvin-d-love-fwy,False,,,,,ChIJdcpzWAGRToYRikrNIOXDBvs
Chen Eugene OD,"7111 Marvin D. Love Fwy #101, Dallas, TX 75237, USA",medical_clinic,32.6618354,-96.8721517,(972) 298-5379,http://pearlevision.com/,False,,,,,ChIJkd-f2wORToYRoCVH9kURNOk
Unique Touch Income Tax Service,"7125 Marvin D. Love Fwy #201, Dallas, TX 75237, USA",consultant,32.660744,-96.87299469999999,(214) 371-5334,http://www.uniquetouchtaxservice.com/,False,,,,,ChIJ18A9ylOXToYRRzkho4UW8DI
gottagetacdl,"7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",transportation_service,32.6607584,-96.8730164,(469) 501-6581,,False,,,,,ChIJnVcwWgGRToYRPiRzBBb4Zmc
Food Mart,"3102 W Camp Wisdom Rd, Dallas, TX 75237, USA",convenience_store,32.661627200000005,-96.871371,(318) 200-7055,,False,,,,,ChIJYTZevwORToYRJph4DcmPe30
True Breed,"Marvin D. Love Fwy, Dallas, TX 75237, USA",clothing_store,32.6622868,-96.8704613,,,False,,,,,ChIJfz-ZFt6RToYRj5Wdl_npryQ
Maxam Graphics,"3217 W Camp Wisdom Rd, Dallas, TX 75237, USA",manufacturer,32.663272899999996,-96.87306939999999,(972) 544-6333,http://www.maxamgraphics.com/,False,,,,,ChIJCVw6d1aRToYR68WeNKcZ0VQ
Fragrances R US,"3306 W Camp Wisdom Rd, Dallas, TX 75237, USA",clothing_store,32.6622291,-96.87526050000001,(972) 709-7758,,False,,,,,ChIJ67H6AQGRToYRQiipujYsTdk
Cricket Wireless Authorized Retailer,"3306 W Camp Wisdom Rd Ste 120, Dallas, TX 75237, USA",cell_phone_store,32.6622169,-96.8753278,(972) 283-1103,https://www.cricketwireless.com/stores/tx/dallas/3306-w-camp-wisdom-rd-ste-120?utm_source=Google&utm_medium=Organic_Search&utm_campaign=Yext_Listings,False,,,,,ChIJgXsbAgGRToYRsJ_HMovq11g
Amini's Suit & Shoe Wearhouse,"3308 W Camp Wisdom Rd, Dallas, TX 75237, USA",clothing_store,32.6622845,-96.87543869999999,(972) 296-0800,https://www.redbirdpix.com/red-bird-pix-suits-aminis-suit-and-shoe-warehouse/,False,,,,,ChIJ4cf0CQGRToYRkRVZGjGnzv8
Family Dollar,"Red Bird Towers Shopping Cente, 3249 W Camp Wisdom Rd, Dallas, TX 75237, USA",discount_store,32.663834,-96.8734739,(945) 279-2894,https://locations.familydollar.com/tx/dallas/3249-w-camp-wisdom-rd?utm_source=google&utm_medium=organic&utm_campaign=maps,False,,,,,ChIJ527rdwGRToYRgNjeV0NlZtI
SuperTrendy beauty supply,"3255 W Camp Wisdom Rd, Dallas, TX 75237, USA",store,32.6638307,-96.8736761,(469) 456-7714,,False,,,,,ChIJm-BJsy-RToYRBgAbTnPBwr4
Every Car Can - Car Donation and Auction,"7100 Marvin D. Love Fwy, Dallas, TX 75237, USA",association_or_organization,32.661623399999996,-96.86908629999999,(866) 835-5437,http://www.everycarcan.org/,False,,,,,ChIJw59zC52HToYR1Egt0zrwdrw
Sportshoe DFW Inc,"3333 W Camp Wisdom Rd Ste 124, Dallas, TX 75237, USA",shoe_store,32.663091099999995,-96.8751853,(214) 398-0422,,False,,,,,ChIJcxdgDkejToYRe7nE0XwYPPA
Total Wireless,"3333 W Camp Wisdom Rd Ste 104, Dallas, TX 75237, USA",cell_phone_store,32.6630985,-96.8751826,(214) 377-8412,https://www.totalbyverizon.com/stores/tx/dallas/3333-w-camp-wisdom-rd?utm_source=google&utm_medium=GMB&utm_campaign=list,False,,,,,ChIJdyWIggqRToYR83E6L_En9Q0
Lonestar Metro Motors,"7100 Marvin D. Love Fwy, Dallas, TX 75237, USA",car_dealer,32.661409899999995,-96.8689845,(972) 559-9742,,False,,,,,ChIJm2lL3LqRToYRe_xnDcRNGes
AT&T Store,"3420 W Camp Wisdom Rd Ste 150, Dallas, TX 75237, USA",cell_phone_store,32.6621595,-96.8758587,(972) 920-9230,https://www.att.com/stores/texas/dallas/293800?source=E-g2s10000000000X&wtExtndSource=stores,False,,,,,ChIJMXbUPByRToYRBT9RPlmsbao
Auntie Anne's,"3420 W Camp Wisdom Rd Ste 100, Dallas, TX 75237, USA",bakery,32.6622266,-96.87586879999999,(972) 982-0066,https://locations.auntieannes.com/tx/dallas/3420-west-camp-wisdom-road?utm_source=google&utm_medium=organic&utm_campaign=locations_partner,False,,,,,ChIJeZguyz2RToYRGn8ZOroO1UI
Carmichael Surgical Pa,"7005 Pastor Bailey Dr, Dallas, TX 75237, USA",store,32.6635996,-96.8747244,(972) 296-0202,,False,,,,,ChIJjRfbsAGRToYRul_7Pwvwo6I
UT Southwestern RedBird Retail Pharmacy,"3450 W Camp Wisdom Rd Ste 1.510, Dallas, TX 75237, USA",pharmacy,32.6598705,-96.875764,(469) 372-6101,https://utswmed.org/patient-resources/pharmacy/pharmacy-locations/,False,,,,,ChIJtSsi7KGRToYRHUkZCbMKMdg
Tacos Y Banquetes Estilo Tejupilco,"3102 W Camp Wisdom Rd, Dallas, TX 75237, USA",mexican_restaurant,32.6618705,-96.8712901,(214) 530-7982,,False,,,,,ChIJO2f29WSRToYRl9TjePcvgNI
Mickle Cajun Kitchen,"3203 W Camp Wisdom Rd, Dallas, TX 75237, USA",restaurant,32.662814499999996,-96.8728563,(469) 399-0007,https://www.micklecajunkitchen.com/,False,,,,,ChIJgz9ygQGRToYRQmeO14FPBc8
Java Lavender Coffee & Music Lounge,"3207 W Camp Wisdom Rd, Dallas, TX 75237, USA",restaurant,32.6629261,-96.87298559999999,(972) 884-5282,,False,,,,,ChIJXY6woECRToYRn6phPYAkX0Y
Grandma's Country Kitchen,"7035 Marvin D. Love Fwy, Dallas, TX 75237, USA",restaurant,32.6626267,-96.87065009999999,(214) 272-8237,https://www.grandmasgck.com/,False,,,,,ChIJ-aJvjo-RToYRHK1ThlbE_uI
Get Carrie’d Away,"3265 W Camp Wisdom Rd, Dallas, TX 75237, USA",hair_salon,32.6638628,-96.8739283,(708) 916-3241,https://getcarriedaway.booksy.com/,False,,,,,ChIJzSCM8cqRToYROux4CnSz8vw
Dallas CareerAcademy,"3265 W Camp Wisdom Rd, Dallas, TX 75237, USA",educational_institution,32.6638628,-96.8739283,(469) 422-6273,https://www.dallaslashacademy.com/,False,,,,,ChIJsf9GlAGRToYRUbSs26gVer4
"Star Treatment Healthcare Services and Med Spa, PLLC","7125 Marvin D. Love Fwy Ste. 207, Dallas, TX 75237, USA",doctor,32.6607566,-96.87301819999999,(469) 709-8237,,False,,,,,ChIJ6Q1OFy2RToYR7tK-ownqyr4
"Star Healthcare Services and Med Spa: Andrea Beavers, PA-C","7125 Marvin D. Love Fwy Ste. 207, Dallas, TX 75237, USA",doctor,32.6607566,-96.87301819999999,(469) 709-8237,,False,,,,,ChIJ2wzpv6CRToYR70LRVfgj39E
Dr. Rudders Office,"7125 Marvin D. Love Fwy, Dallas, TX 75237, USA",doctor,32.6607565,-96.8730183,(844) 300-6900,,False,,,,,ChIJkZhgkdSRToYRM95LHLmE6xQ
Samuel L Ramos DDS,"7125 Marvin D. Love Fwy #203, Dallas, TX 75237, USA",dentist,32.6607565,-96.8730183,(972) 298-1050,http://www.drsamuelramos.com/,False,,,,,ChIJdcpzWAGRToYRBzRGXdgn7Io
Taylor Thad DDS,"7125 Marvin D. Love Fwy #360, Dallas, TX 75237, USA",dentist,32.6607565,-96.8730183,(972) 572-4600,,False,,,,,ChIJdcpzWAGRToYR7UkzvlEE8cg
"Dr. Brian Rogers, DO","7125 Marvin D. Love Fwy #107, Dallas, TX 75237, USA",doctor,32.6607315,-96.8729998,(972) 572-5000,,False,,,,,ChIJ25VI9AORToYRSYrfJOWv23g
CenterWell Senior Primary Care,"3209 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.662920899999996,-96.8730946,(469) 457-2694,https://www.centerwellprimarycare.com/en/locations/dallas-fort-worth/redbird.html?utm_medium=businesslistings&utm_campaign=gmb_dfw_online-listings_en_digital_evergreen,False,,,,,ChIJpVhRnh-RToYRs8TyuJm2wRM
"Nnyekaa Collins, MD","3209 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6629423,-96.8730904,(469) 228-8176,https://www.centerwellprimarycare.com/?utm_medium=businesslistings&utm_campaign=yext_nat_onlinelistings_en_digital_evergreen,False,,,,,ChIJVS46D6WRToYRMBsixG6oV88
"Michielle N Fisher, MD","3209 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6629624,-96.87305699999999,(469) 228-8176,https://www.centerwellprimarycare.com/?utm_medium=businesslistings&utm_campaign=yext_nat_onlinelistings_en_digital_evergreen,False,,,,,ChIJi4RzOVORToYRqq-BWLahVVM
"Annum Zulfiqar, MD","3209 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6629624,-96.87305699999999,(469) 228-8176,https://www.centerwellprimarycare.com/?utm_medium=businesslistings&utm_campaign=yext_nat_onlinelistings_en_digital_evergreen,False,,,,,ChIJjZTVMkyRToYRb51dmZBhre4
"Larah L Brown, APRN","3209 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6629624,-96.87305699999999,(469) 228-8176,https://www.centerwellprimarycare.com/?utm_medium=businesslistings&utm_campaign=yext_nat_onlinelistings_en_digital_evergreen,False,,,,,ChIJsZ8wB6GRToYRsWT4qbDBiEw
StrideCare Vascular,"3107 W Camp Wisdom Rd Ste 110, Dallas, TX 75237, USA",doctor,32.66301300000001,-96.87201999999999,(866) 552-4866,https://www.stridecare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,False,,,,,ChIJ_RKmLKKbToYRpXydlrvAjo8
Slonim Suzanne M MD,"3107 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6630694,-96.8721542,(214) 272-2288,https://www.fibroidfree.com/about/why-slonim/,False,,,,,ChIJ1TfK0F-RToYRGtlwxd4IAFU
StrideCare Foot & Ankle,"3107 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.6629839,-96.8709846,(866) 552-4866,https://www.stridecare.com/tx/dallas/2701-south-hampton-road-suite-220b-stridecare-foot-ankle-28?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,False,,,,,ChIJ9X7MwcabToYRh1U4XgC9YWQ
Fibroid Institute Dallas - South,"3107 W Camp Wisdom Rd Ste 110, Dallas, TX 75237, USA",doctor,32.6631911,-96.87095359999999,(214) 272-2288,https://www.fibroidfree.com/clinic/dallas-fibroids-south/,False,,,,,ChIJ_U28LOORToYRBwXobjCh33Y
Primary Care - UT Southwestern Redbird,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.659991999999995,-96.8748306,(214) 214-5830,https://utswmed.org/locations/ut-southwestern-medical-center-redbird/primary-care-med-ctr-redbird/,False,,,,,ChIJIZY41-eRToYRUrqUqUMowCk
UT Southwestern Medical Center at RedBird,"3450 W Camp Wisdom Rd, Dallas, TX 75237, USA",doctor,32.659957999999996,-96.87483879999999,(214) 645-8300,https://utswmed.org/locations/ut-southwestern-medical-center-redbird/,False,,,,,ChIJKTCsYGuRToYR4Et7MFYbh6U
Triune Dimensions Church,"American Way, Dallas, TX 75237, USA",church,32.6661298,-96.8841109,(682) 518-8994,,False,,,,,ChIJRRKrKK6HToYRT1cBb81JNPY
Westmoreland @ Red Raider - S - FS,"Dallas, TX 75237, USA",bus_stop,32.666874,-96.88175199999999,,,False,,,,,ChIJVa8T7FSQToYR-vTQyN96vcU
Westmoreland @ Red Raider - N - NS,"Dallas, TX 75237, USA",bus_stop,32.66681,-96.88153,,,False,,,,,ChIJefjY6FSQToYRaC9k1-0n7sk
Genesis Campus,"Dallas, TX 75237, USA",educational_institution,32.6637422,-96.88200040000001,,,False,,,,,ChIJ8byLP6uRToYR0aqubB6j6AU
Westmoreland @ Camp Wisdom - S - MB,"Dallas, TX 75237, USA",bus_stop,32.663834,-96.88173499999999,,,False,,,,,ChIJYc-JPquRToYR0Rpqjkke1R4
Golden Eagles Program,"6901 S Westmoreland Rd, Dallas, TX 75237, USA",consultant,32.663543499999996,-96.8822756,(972) 709-4700 ext. 2019,,False,,,,,ChIJVVUVaquRToYRvH0sy8x7TuI
A. W. Brown-Fellowship Early Childhood Campus,"6901 S Westmoreland Rd, Dallas, TX 75237, USA",primary_school,32.663504599999996,-96.8821406,(972) 709-4700,http://www.awbrown.org/,False,,,,,ChIJ4Z06aquRToYR3Se7iX_0vo0
Liz Insurance Agency,"7010 American Way # A, Dallas, TX 75237, USA",insurance_agency,32.6633807,-96.88380819999999,(214) 217-7270,https://www.lizinsuranceagency.org/,False,,,,,ChIJIZndtgWcToYRhxJGrQBsmjI
Fademaster Dallas,"7010 American Way Ste j, Dallas, TX 75237, USA",barber_shop,32.6632507,-96.88365979999999,(972) 839-9692,http://book.thecut.co/ogFademasterT,False,,,,,ChIJhxr6mSeRToYRxLVGET9VXLY
Your Favorite Photographer,"7010 American Way, Dallas, TX 75237, USA",service,32.6632506,-96.8836599,(214) 399-4563,https://bookyfp.square.site/,False,,,,,ChIJMdr5CjqRToYRxz3R3J4Z8Ws
All LAT Shop,"7010 American Way Ste F, Dallas, TX 75237, USA",body_art_service,32.6632506,-96.8836599,(214) 721-2610,http://www.fb.com/inkjobbih,False,,,,,ChIJCdvodyiRToYR8PrJ4kW_QD8
PureFlow Maintenance,"6994 American Way, Dallas, TX 75237, USA",service,32.6632268,-96.88382320000001,(469) 436-9145,,False,,,,,ChIJh3zZ1iPLRIYREiQuk42pE0U
CSP Health Services Corporation,"7010 American Way # K, Dallas, TX 75237, USA",medical_clinic,32.6631626,-96.8834195,(972) 296-9900,,False,,,,,ChIJ7yrsnayRToYR6F1V0Ljc8pw
Tee’s Creative Lab,"6825 Beechnut St, Dallas, TX 75237, USA",clothing_store,32.666104499999996,-96.8794854,(214) 908-9065,,False,,,,,ChIJ59oMZYGRToYRwDkrXPdHrPQ
Ngozis Fashions,"3731 W Camp Wisdom Rd, Dallas, TX 75237, USA",clothing_store,32.663257,-96.88058099999999,(214) 942-1775,https://www.ngozisafricanfashion.com/,False,,,,,ChIJYZIFWaqRToYRfsKLwwgkPm4
ms.bees kandy shak,"3715 W Camp Wisdom Rd Ste D, Dallas, TX 75237, USA",convenience_store,32.663413,-96.8800627,(469) 890-4738,,False,,,,,ChIJbX_5vxSRToYR8ahzb_IugB8
Harmony Food Pantry & Resource Center,"00000654541000000, Dallas, TX 75237, USA",grocery_store,32.6642028,-96.8749902,(214) 467-6770,https://www.harmonycdc.org/food-pantry/,False,,,,,ChIJAUEJNe-RToYRfMG3ZC5c1GI
team bailey fitness,"3711 W Camp Wisdom Rd, Dallas, TX 75237, USA",health,32.6634599,-96.879975,(214) 694-6298,http://www.teambaileyfitness.com/,False,,,,,ChIJKRS1m-GRToYRwOHyEviNkBo
ecoATM,"3423 W Camp Wisdom Rd, Dallas, TX 75237, USA",,32.662954,-96.87664099999999,(858) 324-4111,http://locations.ecoatm.com/tx/dallas/sell-my-phone-dallas-tx-10866?utm_source=google&utm_medium=local&utm_campaign=google-local,False,,,,,ChIJD8oaw1iRToYRmjaEzWmt0x8
Ria Money Transfer - PLS Check Cashers,"3423 W Camp Wisdom Rd, Dallas, TX 75237, USA",finance,32.6629578,-96.87661779999999,(972) 780-8500,https://pls247.com/money/ria-money-transfer.html,False,,,,,ChIJO4_M6WuRToYRFRhIJEgXRhY
Coinstar Kiosk - Bitcoin ATM,"PLS Check Cashers, 3423 W Camp Wisdom Rd, Dallas, TX 75237, USA",finance,32.6629453,-96.87663339999999,(800) 928-2274,https://www.coinstar.com/kiosk-info?KioskId=47367&?utm_source=locationlisting&utm_medium=gmb&utm_campaign=webbutton,False,,,,,ChIJw7iNOhSRToYRrnok94d0iUM
Prosperity Bank,"3515 W Camp Wisdom Rd, Dallas, TX 75237, USA",bank,32.6627606,-96.8778356,(214) 467-6996,https://locations.prosperitybankusa.com/prosperity-bank-camp-wisdom-93544310fb27,False,,,,,ChIJ20BUfgCRToYRfj6Sss6ETkc
Harmony CDC,"6969 Pastor Bailey Dr, Dallas, TX 75237, USA",non_profit_organization,32.66421,-96.87480819999999,(214) 467-6770,http://www.harmonycdc.org/,False,,,,,ChIJY6WyyAGRToYR_sf6tjPb5XY
Family Tree Program,"6969 Pastor Bailey Dr #250, Dallas, TX 75237, USA",health,32.66439,-96.8746623,(214) 751-3932,http://familytreeprogram.org/locations/harmony-counseling-center/,False,,,,,ChIJY6WyyAGRToYRTiFzsoT0jJY
PLS Check Cashers,"3423 W Camp Wisdom Rd, Dallas, TX 75237, USA",finance,32.662898999999996,-96.8766421,(972) 780-8500,https://pls247.com/tx/store-locator/store/124-3423-w-camp-wisdom-rd-dallas.html,False,,,,,ChIJvV7jXQCRToYRVYFRsLl40E4
Golden Eagle Program,"3721 W Camp Wisdom Rd, Dallas, TX 75237, USA",child_care_agency,32.6634514,-96.88023439999999,(972) 298-9437,http://www.goldeneagleprogram.org/,False,,,,,ChIJb4KxFn2RToYRvmcipGImZq0
Family Care Connection,"6969 Pastor Bailey Dr #140, Dallas, TX 75237, USA",association_or_organization,32.6644107,-96.8745835,(972) 298-3366,http://www.familycareconnection.org/,False,,,,,ChIJCR_QyAGRToYRZcJOPZfL3Hc
Harmony Food Pantry,"6969 Pastor Bailey Dr, Dallas, TX 75237, USA",association_or_organization,32.664505,-96.87451999999999,(214) 467-6770,http://harmonycdc.org/food-pantry,False,,,,,ChIJ4-7PyAGRToYR3bcXDqUvDts
Raft Counseling Center,"6969 Pastor Bailey Dr #250, Dallas, TX 75237, USA",medical_clinic,32.664505,-96.87451999999999,(214) 393-5150,,False,,,,,ChIJCR_QyAGRToYRpr68i_eazVg
Pat's Learning Academy,"3721 W Camp Wisdom Rd, Dallas, TX 75237, USA",preschool,32.6633482,-96.8801237,(214) 377-9161,,False,,,,,ChIJRyswWaqRToYRJHDcSLQM5cA
Chase Home Lending,"3535 W Camp Wisdom Rd, Dallas, TX 75237, USA",finance,32.6626858,-96.87817609999999,(504) 813-6744,https://homelendingadvisor.chase.com/tx/duncanville/303-s-main-st-hla-2123825?jp_cmp=hf%2FGMBHLApages%2Fext%2FYEXT%2FGoogle&y_source=1_MjAwMDYzMTUyOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,False,,,,,ChIJPxsJgaqRToYRlR6DQGqYv3c
IREPAIR ELECTRONICS - Dallas,"3651 W Camp Wisdom Rd, Dallas, TX 75237, USA",service,32.6627412,-96.8790248,(469) 872-0093,https://irepairelectronics.com/pages/booking,False,,,,,ChIJDZZ-X80kTIYR09h5_vL6Y7k
Just 7 Lube & Auto Repair,"3407 W Camp Wisdom Rd, Dallas, TX 75237, USA",car_repair,32.662996299999996,-96.8759278,(972) 708-9999,http://www.just7.us/,False,,,,,ChIJc9mSUACRToYRFoURA6AjeAM
Metro by T-Mobile,"3333 W Camp Wisdom Rd Ste 100, Dallas, TX 75237, USA",cell_phone_store,32.6630908,-96.8756396,(214) 238-7404,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-dallas-tx-10298777/?utm_source=google&utm_medium=lastmile&utm_campaign=34438,False,,,,,ChIJ_TRdrAGRToYRa_YZUrG3qVc
Booujiee Boutique,"3707 W Camp Wisdom Rd, Dallas, TX 75237, USA",womens_clothing_store,32.6626514,-96.87993,(469) 456-4267,,False,,,,,ChIJzYQyOo-RToYRb1VOcF9IWok
Metroplex Endodontics,"7005 Pastor Bailey Dr #103b, Dallas, TX 75237, USA",dentist,32.663627,-96.8747719,(972) 780-0068,,False,,,,,ChIJjRfbsAGRToYRxlRLOmv2SoE
"Dr. Monali Patel, DDS","7005 Pastor Bailey Dr, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 296-1867,,False,,,,,ChIJjRfbsAGRToYR5CSRG4cVL58
Kostohryz John G DDS,"7005 Pastor Bailey Dr #103b, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 296-1835,,False,,,,,ChIJjRfbsAGRToYRk5NeEBtTesw
Congo Dental Clinic Pc,"7005 Pastor Bailey Dr, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 296-2202,,False,,,,,ChIJjRfbsAGRToYR8mUV1Z4JlJ4
Menegazzo Erick DDS,"7005 Pastor Bailey Dr #103b, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(214) 361-6669,http://www.endogroupinc.com/,False,,,,,ChIJjRfbsAGRToYRTGF8JIC927k
Basit Saadia DDS,"7005 Pastor Bailey Dr #100-A, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 296-1835,,False,,,,,ChIJjRfbsAGRToYR8A0-p0ULs60
ABC Orthodontics,"7005 Pastor Bailey Dr, Dallas, TX 75237, USA",dentist,32.6635996,-96.8747244,(972) 296-3349,,False,,,,,ChIJjRfbsAGRToYRv3qsi9uT1UI
